Ticker,6M Return (%)
WIPRO.NS,31.4307901256343
BAJAJFINSV.NS,17.21544621502209
BHARTIARTL.NS,15.040436569967607
TECHM.NS,12.458104792596814
KOTAKBANK.NS,12.143143030800708
ICICIBANK.NS,8.690220724851638
HDFCBANK.NS,6.714140309334882
MARUTI.NS,5.694900207111431
ULTRACEMCO.NS,4.814318562143782
INFY.NS,4.303268267727711
